"text","class"
"iphone 15 pro ใช้งานเล่นโซเชี่ยลทั่วไปไม่มีอาการร้อนเลย ขนาดเปิด 5 g ก็มีอุ่นขึ้นมาบางนิดหน่อยแค่บางครั้ง แต่ก็ไม่อุ่นเท่าเหมือนตอนใช้ iphone 13 pro max แต่ถ้าเล่นเกมส์อุ่นภูมิจะขึ้นไวมาก เช่น pubg 5555 ไม่รู้ว่าปกติไหม เพราะแทบจะไม่ได้เล่นเกมส์บนมือถือเลย","0"
"ใช้ 15 pro มาเหมือนกันก็แบตอึดดี แต่อาจเพราะผมไม่เล่นเกมเลยด้วย555 ส่วนกล้องเปิดแปปเดียวก็ร้อนแล้ว","0"
"ยอมอัพมา Max เพราะฟังก์ชั่นกล้องที่ซูมไกลกว่า (5x)","0"
"รู้สึกดำของ 15 ธรรมดา สวยกว่าแหะ","0"
"เอาจริง 15 ธรรมดาก็พอละ","0"
"แบตไม่หมดไวนะคับ แต่ถ้าโทรคุยนานๆ เครื่องร้อนจิงๆ คับ","0"
"เห็นราคาบัตรแล้ว จาก pm เหลือ 15 ธรรมดาก็ได้","0"
"15พลัส ได้แบตเยอะกว่า15 โปรแม้กอีกอะ","0"
"ไม่ต้องซื้อ ต่อให้เราไม่ซื้อ บริษัทเขาก็ขายดีอยู่แล้ว ไอโฟนคือมือถือที่ขายดีที่สุดในตลาดโลกอันดับ1-10ไอโฟนเหมาหมด.","0"
"เค้าทำเพื่อรองรับเกมมือถือที่จะใช้ทรัพยากรมากขึ้นในอนาคตครับ เค้าไม่ได้คิดจะมาแข่งกับเกมในคอมจริงๆหรอก","0"
"ผมว่าคนที่ซื้อ iphone 15 ส่วนใหญ่ คือไม่ได้มีปัญหากับสิ่งที่ apple กัก เช่น จอ 60 hz ก็ไม่ได้มีปัญหาเพราะไม่ได้เล่นเกม แล้วก็เคยใช้แต่ 60 hz มาก่อน , usb-c ปกติใช้แต่ชาร์ต ไม่เคยใช้โอนข้อมูลเข้าคอม ก็ usb c 2 ก็พอ","0"
"การครอปทั่วๆ ไป  ความละเอียดของภาพจะลดลง   แต่Iphone กำลังเปลี่ยนวงการกล้องโดยการครอปที่ความละเอียดยังเท่าเดิม  (ผมว่าทิมฉลาดตรงนี้แหละครับ  พี่จ๋าาา) 
และการ turn การจัดเรื่องพิเซลอีก แปลกแตกแยกไปอีก  ทิมกำลังสร้างมาตรฐานกล้องให้กับตัวเอง","0"
"Apple ใช้ไทเท เพื่อความแข็งแรง ทนทาน ตามที่เคลมไว้ ไม่ได้บอกว่าระบายความร้อนได้ดี ถ้า ไทเท ระบายความร้อนได้ดี Apple  จะเคลมว่า นี่คือiPhone ที่ระบายความร้อนได้ดีที่สุด เท่าที่เคยมีมา","0"
"รุ่นธรรมดาน่าจะขายดีกว่ารุ่นโปรนะ ชิปก็ไม่มีปัญหา","0"
"14 ไป 15 คงเฉยๆครับ แต่มันว้าวและดีสำหรับคนที่ใช้11 12 13 pm แล้วอยากจะเปลี่ยน","0"
"A17Pro มันร้อนน้อยกว่า A16 Bionic อยู่นะเห็นช่องนึงเทสความร้อนภายใน แต่เพราะไทเทเนียมมันเลยไม่ระบายออก สรุปคือชิพดีแต่วัสดุอมความร้อนไปหน่อย","0"
"14 ไป 15 ความคุ้มอยู่ที่คนเลยเพราะได้ usb-c แต่ถ้า 6-13 ไป 15 คุ้มแน่นอน","0"
"ผมฟังจบ เห็นด้วยเลย และต้องใช้มันสักพักยังจะชินกับจอ 60hz","0"
"วัสดุไทเทเนียม มีข้อดี คือน้ำหนักเบท แต่ข้อเสียคือ ระบายความร้อนช้า ทุกอย่างมีข้อดี ข้อด้อย นะครับ ส่วนตัว 15PM ใช้งานปกติ เฉยๆ ไม่ร้อนครับ","0"
"ใครอยากซื้อก็ปล่อยเค้าไป ส่วนใครไม่ชอบก็ไม่เห็นจะเป็นอะไร","0"
"ดีไม่ดีอยู่ที่ไลฟ์สไตล์ของตัวเอง จะรีวิวเรียล ไม่เรียล ช่างแม่งเหอะ พอใจซื้อ มีเงินซื้อ จบว่ะ","0"
"ใช้ 13 pro ต่อไปครับเพราะมันยังไม่พังไม่เคยจอเขียวไม่เคยเจออะไรแบบที่เขาเจอกันเลย ใช้ถนอมสุดๆครับ","0"
"14 pro ผมยังรู้สึกว่ามันยังไหวอยู่อ่ะปีนี้คงไม่เปลี่ยนยังไม่รู้สึกว่ามันจำเป็นสำหรับผม แต่ก็แล้วแต่คนที่มีกำลังซื้ออ่ะถ้าคุณพอใจกับสิ่งใหม่ๆที่Appleเค้าให้คุณแล้วมีกำลังซื้อก็จัดเลยครับ😂😂😂😂","0"
"ความแรงกับความร้อนมันของคู่กันอยู่แล้วครับ😊","0"
"จาก 12pro มา 15 เห็นด้วยมากๆเรื่องลำโพงครับ คือรู้สึกได้ตั้งแต่วันแรกที่เอามาใช้เลย ดังขึ้น มิติเสียงดีขึ้น ชัดเจน จอสว่างขึ้นมากๆ แต่เรื่องรีเฟรชเรท เฉยๆไม่รู้สึกครับ เพราะเครื่องเก่ามันก็ 60hz เลยไม่อึดอัดอะไร 555 อีกเรื่องคือ 15 เครื่องไม่ร้อนเลยครับ พอชาร์จแบต เวลาในการชาร์จไปดองที่ 80% เลยน้อยตามไปด้วย อันนี้ชอบมากครับ","0"
"ยืนยันอีกเสียงคับ rov 60เฟรมไม่เคยตกเลยซื้อมา6 วันเล่นเกมทุกวันวันละ2-3 ชั่วโมง 😂😂😂 ลำโพงก็ยืนยันอีกเสียงคับ เสียงลำโพงเหมือนโดนปรับมาใหม่ เวลาเปิดเพลงหรือเปิดหนังที่เป็นระบบ dolby คือรู้สึกว่าเสียงมันดีอะ ตอนแรกผมคิดว่าคิดไปเองสะอีก😂😂😂😂","0"
"มันดีค่ะ ถ่ายกล้องตัวธรรมดา คือชัดจึ้ง ว่าไม่ได้นะ","0"
"ไปจัดมาแล้วครับ สีชมพู น่ารักมากกกกกกกกกก น่ารักที่สุดในบรรดาสีชมพูเลย ชอบมาก","0"
"สีชมพูกับสีเขียวทำใจสั่นมากสวยยยยยยตะโกน","0"
"จัดน้องชมพูมา รักน้องมากค่ะ แบตอึด กล้องสวย น้องสวยมากกก","0"
"ผมใช้แต่มือถือหน้าจอ 60hz. มาตลอด ตั้งแต่มือถือแอนดรอยด์ แล้วก็มาเริ่มใช้ไอโฟน 11   จนไม่รู้สึกว่ามันมีปัญหาอะไรแล้ว สงสัยสายตาผมมันปรับตัวให้ชินกับหน้าจอแบบ 60Hz ไปซะแล้ว😊 เพราะเป็นคนไม่เล่นเกม มันเลยยิ่งตอบโจทย์เรา แล้วสิ่งที่ตามมาคือ มันประหยัดแบตเตอรี่ พอมาใช้ iPhone 15 plus  แล้วยิ่งแฮปปี้ ×2 คือมันดีขึ้นมากๆๆๆๆๆๆๆๆๆ เมื่อเทียบกับ  iPhone 11  ตัวเก่า ใครลังเลใจว่าหรือจะเก็บเงินอีกหมื่น ไปเอา 15 pro max  .....ถ้าคุณไม่ใช่คนชอบเล่นเกม ไม่ใช่สายเกมเมอร์  เป็นคนถ่ายภาพแบบทั่วไป แค่เจ้า 15 plus มันให้คุณได้คุ้มจนไม่รู้จะคุ้มยังไงแล้วครับ","0"
"สอยมาเรียบร้อย 15 plus สีชมพู ไม่เน้นถ่ายรูป เน้นดูหนัง you tube nexflix เน้นจอใหญ่ แบตที่อึดกว่า 55","0"
